# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/N/slate/amsaini/reference_genome/hsa.gff3" "-t" "miRNA,miRNA_primary_transcript" "-g" "Name" "-o" "/N/slate/amsaini/assignment_2/counts/all_samples_miRNA_count.txt" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269872_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269873_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269874_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269875_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269876_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269877_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269878_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269879_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269880_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269881_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269882_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269883_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269872_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269873_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269874_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269875_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269876_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269877_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269878_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269879_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269880_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269881_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269882_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269883_sorted.bam
hsa-mir-1470	chr19	15449548	15449608	+	61	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1470	chr19	15449548	15449568	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3188	chr19	18282077	18282161	+	85	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3188	chr19	18282129	18282151	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3189	chr19	18386562	18386634	+	73	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3189-3p	chr19	18386607	18386627	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3189-5p	chr19	18386570	18386594	+	25	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-640	chr19	19435063	19435158	+	96	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-640	chr19	19435123	19435143	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1270	chr19	20399272	20399354	-	83	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1270	chr19	20399320	20399342	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6887	chr19	35122700	35122764	+	65	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6887-5p	chr19	35122705	35122727	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6887-3p	chr19	35122744	35122764	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5196	chr19	35345513	35345627	+	115	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5196-5p	chr19	35345541	35345562	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5196-3p	chr19	35345581	35345601	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4530	chr19	39409623	39409678	-	56	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-4530	chr19	39409629	39409646	-	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6719	chr19	39829716	39829802	-	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6719-3p	chr19	39829726	39829747	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-641	chr19	40282543	40282641	-	99	0	0	0	0	0	0	0	0	0	3	1	0
hsa-miR-641	chr19	40282603	40282626	-	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6796	chr19	40369846	40369907	+	62	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6796-5p	chr19	40369851	40369873	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6796-3p	chr19	40369887	40369907	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6797	chr19	41869627	41869698	+	72	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6797-5p	chr19	41869632	41869656	+	25	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6797-3p	chr19	41869675	41869696	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4323	chr19	42133445	42133513	-	69	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4323	chr19	42133455	42133472	-	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8077	chr19	42351131	42351205	+	75	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8077	chr19	42351174	42351195	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4531	chr19	44653686	44653732	-	47	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4531	chr19	44653689	44653705	-	17	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8085	chr19	44758657	44758721	+	65	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8085	chr19	44758667	44758687	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6088	chr19	45436654	45436704	+	51	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6088	chr19	45436654	45436673	+	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-330	chr19	45638994	45639087	-	94	0	1	1	0	0	0	0	0	0	1	0	0
hsa-miR-330-5p	chr19	45639049	45639070	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-330-3p	chr19	45639009	45639031	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-642a	chr19	45674928	45675024	+	97	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-642a-5p	chr19	45674943	45674964	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-642a-3p	chr19	45674978	45674999	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-642b	chr19	45674932	45675008	-	77	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-642b-3p	chr19	45674941	45674962	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-642b-5p	chr19	45674978	45674999	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-769	chr19	46018932	46019049	+	118	2	2	10	9	3	0	3	5	2	2	3	1
hsa-miR-769-5p	chr19	46018961	46018982	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-769-3p	chr19	46019000	46019022	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-320e	chr19	46709282	46709354	-	73	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-320e	chr19	46709294	46709311	-	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3190	chr19	47226942	47227021	+	80	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3190-5p	chr19	47226955	47226974	+	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3190-3p	chr19	47226988	47227010	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3191	chr19	47226944	47227019	-	76	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3191-3p	chr19	47226952	47226974	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3191-5p	chr19	47226990	47227011	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6798	chr19	49009906	49009972	+	67	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6798-5p	chr19	49009911	49009933	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6798-3p	chr19	49009952	49009972	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4324	chr19	49308797	49308868	-	72	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4324	chr19	49308807	49308826	-	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-150	chr19	49500785	49500868	-	84	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-150-5p	chr19	49500832	49500853	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-150-3p	chr19	49500797	49500818	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5088	chr19	49682117	49682195	+	79	0	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-5088-5p	chr19	49682122	49682145	+	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5088-3p	chr19	49682174	49682194	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6799	chr19	49791866	49791934	+	69	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6799-5p	chr19	49791871	49791890	+	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6799-3p	chr19	49791912	49791934	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6800	chr19	49832018	49832099	+	82	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6800-5p	chr19	49832022	49832042	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6800-3p	chr19	49832076	49832096	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4749	chr19	49854591	49854651	+	61	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4749-5p	chr19	49854593	49854614	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4749-3p	chr19	49854632	49854651	+	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4750	chr19	49888175	49888230	+	56	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4750-5p	chr19	49888177	49888198	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4750-3p	chr19	49888209	49888230	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4751	chr19	49933064	49933137	+	74	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4751	chr19	49933073	49933096	+	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8074	chr19	51206929	51207009	-	81	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8074	chr19	51206939	51206962	-	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-99b	chr19	51692612	51692681	+	70	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-99b-5p	chr19	51692618	51692639	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-99b-3p	chr19	51692656	51692677	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7e	chr19	51692786	51692864	+	79	1	1	7	1	3	1	1	9	2	3	2	0
hsa-let-7e-5p	chr19	51692793	51692814	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7e-3p	chr19	51692838	51692859	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-125a	chr19	51693254	51693339	+	86	3	0	2	2	4	3	2	2	0	0	3	0
hsa-miR-125a-5p	chr19	51693268	51693291	+	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-125a-3p	chr19	51693306	51693327	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6801	chr19	52222020	52222098	+	79	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6801-5p	chr19	52222025	52222047	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6801-3p	chr19	52222074	52222093	+	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-643	chr19	52281797	52281893	+	97	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-643	chr19	52281857	52281878	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-512-1	chr19	53666679	53666762	+	84	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-512-5p	chr19;chr19	53666692;53669176	53666714;53669198	+;+	46	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-512-3p	chr19;chr19	53666729;53669213	53666750;53669234	+;+	44	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-512-2	chr19	53669157	53669254	+	98	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1323	chr19	53671968	53672040	+	73	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1323	chr19	53671978	53671999	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-498	chr19	53674197	53674320	+	124	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-498-5p	chr19	53674230	53674252	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-498-3p	chr19	53674266	53674288	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-520e	chr19	53675711	53675797	+	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520e-3p	chr19	53675764	53675784	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520e-5p	chr19	53675726	53675747	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-515-1	chr19	53679003	53679085	+	83	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-515-5p	chr19;chr19	53679016;53685022	53679039;53685045	+;+	48	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-515-3p	chr19;chr19	53679053;53685059	53679074;53685080	+;+	44	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-519e	chr19	53679940	53680023	+	84	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519e-5p	chr19	53679953	53679974	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519e-3p	chr19	53679991	53680012	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-520f	chr19	53682159	53682245	+	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520f-3p	chr19	53682213	53682234	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520f-5p	chr19	53682173	53682194	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-515-2	chr19	53685009	53685091	+	83	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-519c	chr19	53686469	53686555	+	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519c-5p	chr19	53686484	53686505	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519c-3p	chr19	53686522	53686543	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1283-1	chr19	53688481	53688567	+	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1283	chr19;chr19	53688494;53758245	53688515;53758266	+;+	44	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-520a	chr19	53690881	53690965	+	85	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520a-5p	chr19	53690895	53690915	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520a-3p	chr19	53690933	53690954	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-526b	chr19	53694393	53694475	+	83	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-526b-5p	chr19	53694406	53694428	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-526b-3p	chr19	53694443	53694464	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-519b	chr19	53695213	53695293	+	81	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519b-5p	chr19	53695225	53695246	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519b-3p	chr19	53695263	53695284	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-525	chr19	53697533	53697617	+	85	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-525-5p	chr19	53697547	53697567	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-525-3p	chr19	53697584	53697605	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-523	chr19	53698385	53698471	+	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-523-5p	chr19	53698400	53698421	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-523-3p	chr19	53698437	53698459	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-518f	chr19	53700015	53700101	+	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518f-5p	chr19	53700030	53700051	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518f-3p	chr19	53700067	53700087	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-520b	chr19	53701227	53701287	+	61	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520b-3p	chr19	53701267	53701287	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520b-5p	chr19	53701228	53701248	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-518b	chr19	53702737	53702819	+	83	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-518b	chr19	53702787	53702808	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-526a-1	chr19	53706252	53706336	+	85	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-526a-5p	chr19;chr19	53706266;53726928	53706287;53726949	+;+	44	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-526a-3p	chr19	53706303	53706324	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-520c	chr19	53707453	53707539	+	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520c-5p	chr19	53707468	53707489	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520c-3p	chr19	53707506	53707527	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-518c	chr19	53708735	53708835	+	101	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518c-5p	chr19	53708758	53708780	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518c-3p	chr19	53708796	53708818	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-524	chr19	53711002	53711088	+	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-524-5p	chr19	53711017	53711038	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-524-3p	chr19	53711054	53711074	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-517a	chr19	53712268	53712354	+	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517-5p	chr19;chr19;chr19	53712282;53721081;53741332	53712303;53721102;53741353	+;+;+	66	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517a-3p	chr19	53712321	53712342	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-519d	chr19	53713347	53713434	+	88	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519d-3p	chr19	53713400	53713421	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519d-5p	chr19	53713361	53713385	+	25	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-521-2	chr19	53716594	53716680	+	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-521	chr19;chr19	53716647;53748689	53716668;53748710	+;+	44	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-520d	chr19	53720096	53720182	+	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520d-5p	chr19	53720111	53720130	+	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520d-3p	chr19	53720149	53720170	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-517b	chr19	53721076	53721142	+	67	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517b-3p	chr19	53721118	53721139	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-520g	chr19	53722166	53722255	+	90	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520g-3p	chr19	53722220	53722243	+	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520g-5p	chr19	53722182	53722204	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-516b-2	chr19	53725442	53725526	+	85	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-516b-5p	chr19;chr19	53725457;53736860	53725478;53736881	+;+	44	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516b-3p	chr19;chr19	53725497;53736905	53725514;53736922	+;+	36	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-526a-2	chr19	53726922	53726986	+	65	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-518e	chr19	53729838	53729925	+	88	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518e-5p	chr19	53729853	53729874	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518e-3p	chr19	53729891	53729911	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-518a-1	chr19	53731006	53731090	+	85	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518a-5p	chr19;chr19	53731019;53739348	53731038;53739367	+;+	40	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518a-3p	chr19;chr19	53731056;53739385	53731077;53739406	+;+	44	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-518d	chr19	53734877	53734963	+	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518d-5p	chr19	53734892	53734913	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518d-3p	chr19	53734929	53734949	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-516b-1	chr19	53736845	53736934	+	90	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-518a-2	chr19	53739333	53739419	+	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-517c	chr19	53741313	53741407	+	95	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517c-3p	chr19	53741369	53741390	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-520h	chr19	53742512	53742599	+	88	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520h	chr19	53742566	53742587	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-521-1	chr19	53748636	53748722	+	87	0	0	0	0	0	0	0	0	1	0	0	0
hsa-mir-522	chr19	53751211	53751297	+	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-522-5p	chr19	53751226	53751247	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-522-3p	chr19	53751264	53751285	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-519a-1	chr19	53752397	53752481	+	85	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519a-5p	chr19	53752411	53752432	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519a-3p	chr19;chr19	53752449;53762397	53752470;53762418	+;+	44	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-527	chr19	53754018	53754102	+	85	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-527	chr19	53754031	53754050	+	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-516a-1	chr19	53756741	53756830	+	90	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516a-5p	chr19;chr19	53756756;53761148	53756778;53761170	+;+	46	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516a-3p	chr19;chr19	53756801;53761193	53756818;53761210	+;+	36	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1283-2	chr19	53758232	53758318	+	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-516a-2	chr19	53761133	53761222	+	90	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-519a-2	chr19	53762344	53762430	+	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519a-2-5p	chr19	53762358	53762378	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-371a	chr19	53787675	53787741	+	67	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-371a-5p	chr19	53787680	53787699	+	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-371a-3p	chr19	53787716	53787738	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-371b	chr19	53787677	53787742	-	66	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-371b-5p	chr19	53787715	53787736	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-371b-3p	chr19	53787678	53787700	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-372	chr19	53787890	53787956	+	67	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-372-3p	chr19	53787931	53787953	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-372-5p	chr19	53787895	53787917	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-373	chr19	53788705	53788773	+	69	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-373-5p	chr19	53788710	53788731	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-373-3p	chr19	53788748	53788770	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-935	chr19	53982307	53982397	+	91	25	10	26	6	10	5	17	47	30	7	8	4
hsa-miR-935	chr19	53982362	53982384	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4752	chr19	54282109	54282180	+	72	2	0	2	0	1	0	0	0	2	2	3	1
hsa-miR-4752	chr19	54282118	54282139	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8061	chr19	54645309	54645383	+	75	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8061	chr19	54645319	54645339	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7975	chr19	55123225	55123292	-	68	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7975	chr19	55123225	55123242	-	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6804	chr19	55230885	55230952	-	68	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6804-5p	chr19	55230927	55230947	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6804-3p	chr19	55230885	55230906	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6802	chr19	55239912	55239976	-	65	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6802-5p	chr19	55239952	55239971	-	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6802-3p	chr19	55239912	55239933	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6803	chr19	55245186	55245250	-	65	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6803-5p	chr19	55245224	55245245	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6803-3p	chr19	55245186	55245207	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6805	chr19	55388181	55388242	+	62	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6805-5p	chr19	55388186	55388207	+	22	0	0	0	0	0	0	0	0	0	0	0	0
